player_fifa_api_id,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle
182861,69.0,69.0,right,medium,low,58.0,66.0,64.0,72.0,55.0,70.0,74.0,73.0,70.0,71.0,54.0,48.0,58.0,69.0,65.0,72.0,54.0,47.0,61.0,74.0,64.0,41.0,71.0,68.0,69.0,33.0,43.0,25.0
205671,66.0,72.0,left,medium,low,63.0,53.0,42.0,63.0,46.0,71.0,66.0,36.0,49.0,71.0,78.0,79.0,75.0,64.0,56.0,69.0,33.0,69.0,59.0,47.0,21.0,25.0,64.0,54.0,59.0,24.0,42.0,28.0
176376,77.0,77.0,right,high,low,69.0,74.0,49.0,74.0,69.0,82.0,75.0,64.0,70.0,82.0,79.0,77.0,84.0,78.0,84.0,80.0,50.0,78.0,62.0,75.0,66.0,50.0,77.0,76.0,69.0,40.0,46.0,33.0
196935,69.0,77.0,left,low,high,49.0,18.0,70.0,61.0,26.0,55.0,27.0,24.0,58.0,67.0,64.0,69.0,59.0,65.0,34.0,43.0,53.0,72.0,77.0,21.0,64.0,69.0,26.0,52.0,43.0,68.0,74.0,67.0
168312,77.0,77.0,right,high,medium,76.0,38.0,66.0,72.0,48.0,76.0,68.0,44.0,69.0,74.0,84.0,90.0,78.0,70.0,74.0,68.0,76.0,90.0,74.0,60.0,76.0,72.0,68.0,56.0,48.0,72.0,78.0,78.0
213378,65.0,68.0,right,medium,medium,25.0,25.0,25.0,32.0,25.0,25.0,25.0,25.0,24.0,21.0,25.0,29.0,31.0,63.0,33.0,26.0,69.0,37.0,67.0,25.0,21.0,25.0,25.0,25.0,32.0,25.0,25.0,25.0
220052,72.0,77.0,left,low,medium,26.0,14.0,73.0,45.0,28.0,43.0,35.0,32.0,51.0,51.0,55.0,55.0,55.0,69.0,34.0,57.0,66.0,60.0,82.0,30.0,77.0,71.0,15.0,29.0,41.0,76.0,77.0,75.0
18591,71.0,71.0,right,medium,low,50.0,75.0,79.0,70.0,71.0,67.0,59.0,51.0,40.0,77.0,49.0,55.0,45.0,62.0,57.0,79.0,75.0,33.0,83.0,50.0,51.0,30.0,80.0,60.0,73.0,24.0,32.0,21.0
49674,71.0,71.0,right,medium,low,57.0,72.0,81.0,70.0,66.0,66.0,63.0,57.0,57.0,71.0,51.0,53.0,58.0,68.0,51.0,73.0,73.0,68.0,84.0,69.0,77.0,48.0,76.0,67.0,70.0,41.0,51.0,38.0
170743,53.0,54.0,right,medium,medium,49.0,34.0,61.0,50.0,33.0,43.0,44.0,35.0,63.0,49.0,69.0,68.0,65.0,65.0,65.0,60.0,55.0,61.0,58.0,41.0,57.0,33.0,21.0,53.0,42.0,59.0,47.0,58.0
45194,71.0,71.0,left,medium,medium,85.0,63.0,53.0,71.0,64.0,72.0,75.0,60.0,81.0,73.0,53.0,55.0,59.0,68.0,57.0,87.0,50.0,56.0,63.0,78.0,61.0,42.0,74.0,77.0,60.0,44.0,31.0,33.0
140704,61.0,68.0,right,norm,ormal,39.0,21.0,63.0,56.0,32.0,36.0,33.0,39.0,46.0,48.0,46.0,48.0,43.0,46.0,71.0,56.0,51.0,51.0,73.0,37.0,64.0,76.0,36.0,66.0,45.0,56.0,63.0,61.0
188762,68.0,68.0,right,high,medium,67.0,42.0,56.0,67.0,34.0,60.0,59.0,34.0,53.0,61.0,72.0,83.0,67.0,70.0,64.0,63.0,51.0,92.0,81.0,35.0,73.0,66.0,62.0,56.0,52.0,69.0,69.0,67.0
214408,68.0,78.0,right,medium,medium,38.0,25.0,69.0,56.0,26.0,49.0,26.0,27.0,48.0,57.0,72.0,70.0,70.0,60.0,72.0,61.0,81.0,70.0,74.0,23.0,71.0,62.0,40.0,34.0,31.0,64.0,73.0,74.0
160578,66.0,66.0,right,medium,medium,66.0,47.0,67.0,62.0,47.0,62.0,42.0,29.0,53.0,64.0,64.0,66.0,63.0,68.0,66.0,65.0,68.0,60.0,83.0,46.0,78.0,71.0,36.0,51.0,34.0,64.0,68.0,64.0
189874,67.0,69.0,right,medium,medium,57.0,65.0,50.0,66.0,58.0,72.0,70.0,65.0,62.0,73.0,76.0,73.0,75.0,68.0,88.0,64.0,70.0,82.0,58.0,71.0,55.0,66.0,64.0,58.0,64.0,45.0,58.0,48.0
179981,58.0,58.0,right,high,medium,65.0,33.0,61.0,59.0,41.0,47.0,31.0,42.0,58.0,55.0,64.0,66.0,58.0,51.0,53.0,55.0,56.0,58.0,72.0,52.0,61.0,52.0,58.0,49.0,37.0,56.0,57.0,59.0
191696,62.0,69.0,left,medium,high,60.0,45.0,64.0,55.0,45.0,56.0,44.0,37.0,52.0,51.0,58.0,53.0,54.0,67.0,64.0,53.0,73.0,51.0,66.0,44.0,68.0,74.0,31.0,46.0,45.0,62.0,65.0,63.0
183381,61.0,61.0,left,medium,medium,58.0,39.0,46.0,58.0,49.0,56.0,46.0,38.0,53.0,54.0,65.0,68.0,66.0,60.0,60.0,52.0,65.0,62.0,64.0,37.0,64.0,62.0,45.0,51.0,44.0,62.0,66.0,66.0
205215,65.0,66.0,left,medium,medium,39.0,22.0,72.0,64.0,27.0,51.0,43.0,32.0,56.0,62.0,47.0,53.0,42.0,62.0,49.0,43.0,60.0,53.0,71.0,26.0,60.0,63.0,34.0,47.0,39.0,66.0,66.0,64.0
209512,68.0,68.0,right,medium,medium,12.0,17.0,16.0,27.0,13.0,15.0,18.0,21.0,22.0,25.0,49.0,40.0,36.0,60.0,41.0,25.0,59.0,32.0,81.0,13.0,24.0,22.0,18.0,40.0,11.0,13.0,13.0,16.0
206018,68.0,74.0,right,medium,low,58.0,71.0,66.0,60.0,62.0,67.0,59.0,39.0,49.0,70.0,82.0,81.0,90.0,60.0,72.0,66.0,91.0,67.0,66.0,62.0,54.0,23.0,64.0,58.0,67.0,19.0,27.0,20.0
206281,66.0,67.0,right,medium,high,49.0,49.0,65.0,65.0,39.0,55.0,37.0,40.0,57.0,61.0,67.0,69.0,52.0,57.0,58.0,55.0,72.0,63.0,85.0,49.0,55.0,58.0,62.0,57.0,53.0,66.0,67.0,67.0
210364,66.0,73.0,right,low,high,63.0,38.0,53.0,64.0,38.0,58.0,42.0,47.0,56.0,63.0,73.0,75.0,62.0,57.0,48.0,46.0,71.0,75.0,68.0,43.0,57.0,62.0,43.0,34.0,59.0,72.0,71.0,73.0
220118,72.0,76.0,left,medium,low,66.0,64.0,46.0,74.0,57.0,80.0,71.0,64.0,64.0,76.0,72.0,60.0,78.0,64.0,83.0,70.0,60.0,55.0,56.0,68.0,46.0,42.0,57.0,78.0,58.0,39.0,34.0,41.0
169100,69.0,69.0,right,high,medium,67.0,59.0,53.0,69.0,46.0,73.0,50.0,36.0,60.0,66.0,92.0,88.0,92.0,69.0,85.0,77.0,80.0,80.0,70.0,51.0,50.0,60.0,72.0,67.0,55.0,63.0,65.0,64.0
146011,77.0,77.0,right,medium,medium,65.0,83.0,69.0,63.0,77.0,78.0,49.0,43.0,51.0,80.0,86.0,85.0,92.0,74.0,69.0,80.0,93.0,73.0,75.0,66.0,51.0,34.0,78.0,59.0,67.0,26.0,20.0,31.0
5479,82.0,82.0,left,medium,medium,13.0,12.0,25.0,21.0,14.0,25.0,25.0,13.0,22.0,23.0,65.0,63.0,62.0,78.0,46.0,28.0,77.0,43.0,70.0,13.0,23.0,22.0,16.0,65.0,24.0,11.0,11.0,13.0
189575,80.0,85.0,right,high,medium,75.0,75.0,44.0,74.0,64.0,83.0,79.0,70.0,66.0,82.0,88.0,82.0,90.0,85.0,95.0,61.0,73.0,51.0,47.0,73.0,67.0,45.0,81.0,72.0,62.0,34.0,55.0,35.0
162441,70.0,70.0,right,medium,medium,66.0,72.0,74.0,72.0,71.0,73.0,70.0,71.0,42.0,75.0,66.0,51.0,74.0,60.0,60.0,80.0,74.0,55.0,66.0,70.0,53.0,30.0,73.0,63.0,80.0,25.0,23.0,23.0
141029,58.0,60.0,right,None,o,27.0,43.0,70.0,60.0,35.0,50.0,26.0,50.0,50.0,52.0,52.0,55.0,45.0,55.0,67.0,58.0,67.0,60.0,78.0,41.0,55.0,61.0,33.0,53.0,61.0,56.0,53.0,45.0
184075,63.0,65.0,right,high,medium,35.0,39.0,64.0,62.0,38.0,51.0,48.0,55.0,66.0,56.0,60.0,70.0,65.0,54.0,60.0,65.0,70.0,65.0,75.0,50.0,64.0,60.0,40.0,46.0,42.0,61.0,61.0,62.0
150024,54.0,59.0,right,medium,medium,38.0,34.0,60.0,56.0,36.0,51.0,40.0,38.0,53.0,57.0,60.0,64.0,62.0,55.0,58.0,70.0,61.0,64.0,73.0,52.0,55.0,50.0,62.0,40.0,54.0,48.0,50.0,42.0
210314,67.0,69.0,left,medium,medium,53.0,70.0,72.0,62.0,49.0,66.0,40.0,39.0,54.0,69.0,53.0,55.0,49.0,67.0,40.0,76.0,33.0,20.0,80.0,51.0,68.0,22.0,67.0,39.0,57.0,20.0,27.0,14.0
186942,84.0,87.0,right,high,medium,74.0,67.0,49.0,90.0,75.0,87.0,81.0,73.0,83.0,88.0,78.0,76.0,85.0,87.0,83.0,77.0,62.0,75.0,74.0,74.0,68.0,79.0,77.0,87.0,76.0,57.0,65.0,64.0
192778,72.0,72.0,right,high,medium,66.0,70.0,72.0,70.0,62.0,76.0,62.0,66.0,58.0,74.0,71.0,73.0,70.0,70.0,58.0,71.0,79.0,69.0,81.0,69.0,69.0,38.0,75.0,70.0,71.0,24.0,39.0,30.0
200276,65.0,71.0,right,medium,medium,57.0,35.0,62.0,69.0,28.0,67.0,59.0,51.0,62.0,67.0,65.0,68.0,66.0,67.0,65.0,62.0,66.0,71.0,67.0,51.0,62.0,66.0,54.0,54.0,56.0,62.0,68.0,64.0
161793,77.0,77.0,right,medium,medium,49.0,79.0,87.0,69.0,81.0,70.0,75.0,48.0,61.0,81.0,58.0,59.0,68.0,79.0,60.0,71.0,76.0,73.0,81.0,64.0,59.0,43.0,85.0,55.0,64.0,43.0,44.0,33.0
214387,64.0,64.0,right,medium,medium,29.0,69.0,66.0,50.0,65.0,62.0,31.0,22.0,24.0,60.0,51.0,65.0,75.0,63.0,64.0,73.0,77.0,57.0,64.0,54.0,69.0,16.0,66.0,49.0,55.0,19.0,25.0,24.0
205588,68.0,71.0,right,medium,medium,44.0,30.0,65.0,58.0,26.0,47.0,34.0,35.0,55.0,59.0,59.0,53.0,66.0,69.0,62.0,36.0,84.0,63.0,67.0,31.0,64.0,63.0,25.0,46.0,42.0,71.0,72.0,73.0
208022,74.0,79.0,right,high,medium,66.0,77.0,69.0,67.0,74.0,72.0,64.0,47.0,47.0,67.0,94.0,90.0,87.0,79.0,91.0,76.0,93.0,75.0,62.0,67.0,48.0,23.0,75.0,66.0,63.0,14.0,34.0,25.0
204901,55.0,65.0,right,medium,medium,48.0,36.0,50.0,60.0,42.0,58.0,39.0,48.0,51.0,62.0,68.0,62.0,63.0,57.0,69.0,63.0,57.0,61.0,48.0,60.0,58.0,49.0,52.0,45.0,59.0,47.0,57.0,51.0
146969,68.0,68.0,right,low,medium,38.0,21.0,71.0,53.0,42.0,31.0,21.0,26.0,51.0,52.0,66.0,72.0,71.0,59.0,57.0,36.0,72.0,70.0,69.0,22.0,83.0,75.0,47.0,57.0,33.0,67.0,67.0,68.0
137578,66.0,66.0,right,medium,medium,25.0,25.0,25.0,22.0,21.0,25.0,21.0,25.0,22.0,28.0,44.0,41.0,58.0,55.0,47.0,24.0,66.0,43.0,69.0,25.0,34.0,24.0,25.0,25.0,25.0,25.0,21.0,21.0
48758,67.0,74.0,right,None,o,47.0,56.0,46.0,71.0,49.0,54.0,60.0,59.0,65.0,68.0,62.0,63.0,55.0,74.0,71.0,72.0,64.0,63.0,75.0,60.0,73.0,69.0,50.0,60.0,66.0,68.0,72.0,57.0
216201,76.0,84.0,right,high,high,74.0,72.0,68.0,75.0,64.0,78.0,50.0,54.0,66.0,75.0,90.0,95.0,81.0,68.0,45.0,85.0,82.0,79.0,85.0,67.0,73.0,22.0,69.0,69.0,65.0,28.0,39.0,31.0
219505,60.0,68.0,right,medium,medium,33.0,22.0,58.0,58.0,34.0,28.0,35.0,30.0,52.0,49.0,53.0,56.0,61.0,56.0,63.0,47.0,72.0,58.0,63.0,26.0,61.0,58.0,30.0,31.0,48.0,57.0,63.0,61.0
225523,71.0,79.0,right,high,medium,81.0,42.0,61.0,66.0,41.0,70.0,73.0,55.0,62.0,70.0,74.0,78.0,69.0,67.0,74.0,57.0,68.0,81.0,72.0,45.0,67.0,70.0,57.0,44.0,52.0,63.0,66.0,71.0
171017,71.0,71.0,right,medium,medium,37.0,27.0,77.0,60.0,30.0,46.0,54.0,24.0,57.0,57.0,50.0,52.0,55.0,62.0,44.0,32.0,83.0,61.0,79.0,26.0,83.0,64.0,41.0,34.0,39.0,74.0,73.0,69.0
204525,80.0,84.0,left,medium,medium,51.0,42.0,76.0,69.0,37.0,53.0,72.0,51.0,75.0,67.0,73.0,75.0,67.0,75.0,64.0,81.0,89.0,76.0,78.0,74.0,86.0,83.0,48.0,46.0,39.0,84.0,82.0,83.0
196942,68.0,68.0,left,medium,medium,71.0,51.0,53.0,78.0,55.0,68.0,81.0,77.0,76.0,71.0,69.0,67.0,75.0,64.0,74.0,72.0,73.0,78.0,67.0,71.0,69.0,66.0,58.0,61.0,60.0,60.0,59.0,61.0
186852,71.0,72.0,right,medium,medium,59.0,68.0,70.0,62.0,55.0,73.0,61.0,32.0,45.0,72.0,90.0,90.0,80.0,74.0,72.0,71.0,80.0,67.0,58.0,59.0,49.0,19.0,76.0,33.0,70.0,21.0,40.0,34.0
51798,75.0,79.0,right,norm,ormal,71.0,76.0,81.0,70.0,75.0,72.0,68.0,65.0,35.0,74.0,71.0,73.0,72.0,77.0,74.0,77.0,78.0,64.0,76.0,68.0,65.0,23.0,74.0,72.0,70.0,34.0,26.0,34.0
197117,75.0,79.0,left,medium,low,71.0,60.0,25.0,75.0,64.0,83.0,66.0,67.0,63.0,84.0,91.0,77.0,89.0,66.0,88.0,64.0,40.0,72.0,47.0,65.0,50.0,23.0,67.0,74.0,60.0,24.0,30.0,20.0
200542,73.0,73.0,right,medium,high,71.0,57.0,69.0,73.0,69.0,68.0,66.0,63.0,73.0,74.0,72.0,74.0,68.0,74.0,65.0,71.0,67.0,75.0,69.0,64.0,76.0,77.0,65.0,62.0,69.0,73.0,74.0,71.0
155972,74.0,74.0,right,low,medium,39.0,24.0,76.0,64.0,23.0,38.0,37.0,56.0,54.0,47.0,32.0,36.0,31.0,67.0,32.0,60.0,33.0,63.0,90.0,28.0,80.0,76.0,39.0,47.0,36.0,82.0,83.0,66.0
145830,64.0,64.0,right,medium,low,54.0,55.0,67.0,58.0,56.0,61.0,55.0,57.0,39.0,62.0,64.0,69.0,63.0,63.0,60.0,77.0,56.0,68.0,74.0,44.0,76.0,42.0,71.0,56.0,56.0,30.0,21.0,18.0
148557,69.0,69.0,right,medium,medium,50.0,68.0,70.0,63.0,65.0,70.0,65.0,57.0,46.0,60.0,73.0,75.0,74.0,67.0,55.0,70.0,71.0,66.0,66.0,69.0,55.0,32.0,77.0,60.0,65.0,22.0,33.0,23.0
135820,69.0,69.0,right,medium,high,53.0,49.0,52.0,66.0,57.0,66.0,63.0,60.0,64.0,71.0,65.0,64.0,66.0,70.0,70.0,69.0,73.0,75.0,74.0,64.0,89.0,73.0,58.0,64.0,52.0,57.0,72.0,66.0
125970,69.0,75.0,right,None,o,51.0,73.0,74.0,51.0,73.0,72.0,69.0,43.0,41.0,66.0,77.0,78.0,67.0,65.0,78.0,68.0,84.0,69.0,77.0,37.0,77.0,34.0,68.0,54.0,82.0,36.0,30.0,37.0
198908,71.0,74.0,right,medium,medium,67.0,47.0,59.0,73.0,58.0,66.0,65.0,65.0,72.0,74.0,70.0,68.0,76.0,71.0,77.0,68.0,75.0,79.0,69.0,72.0,74.0,79.0,62.0,66.0,61.0,68.0,77.0,70.0
200735,69.0,73.0,right,medium,low,62.0,60.0,30.0,65.0,59.0,78.0,84.0,59.0,60.0,79.0,79.0,79.0,85.0,65.0,79.0,67.0,61.0,64.0,47.0,60.0,35.0,27.0,63.0,64.0,70.0,24.0,33.0,27.0
212445,61.0,70.0,right,medium,high,36.0,39.0,52.0,51.0,25.0,35.0,34.0,29.0,49.0,53.0,77.0,79.0,66.0,57.0,55.0,36.0,81.0,65.0,72.0,23.0,59.0,63.0,24.0,21.0,44.0,62.0,67.0,66.0
205985,67.0,73.0,right,None,2,46.0,69.0,71.0,74.0,68.0,64.0,48.0,35.0,59.0,63.0,58.0,65.0,65.0,68.0,45.0,64.0,88.0,68.0,85.0,58.0,69.0,20.0,67.0,71.0,58.0,28.0,25.0,20.0
163339,60.0,60.0,right,medium,high,60.0,42.0,65.0,64.0,36.0,60.0,41.0,40.0,58.0,62.0,73.0,72.0,57.0,63.0,70.0,54.0,72.0,78.0,85.0,48.0,70.0,63.0,47.0,58.0,36.0,66.0,64.0,60.0
183409,66.0,69.0,right,low,medium,58.0,22.0,74.0,61.0,42.0,47.0,43.0,32.0,63.0,62.0,51.0,73.0,62.0,52.0,38.0,62.0,71.0,73.0,92.0,38.0,64.0,57.0,50.0,53.0,40.0,60.0,68.0,61.0
192685,66.0,72.0,left,medium,medium,64.0,51.0,52.0,68.0,50.0,69.0,57.0,54.0,69.0,68.0,74.0,72.0,71.0,65.0,70.0,72.0,60.0,71.0,59.0,70.0,61.0,46.0,68.0,71.0,43.0,43.0,53.0,48.0
213490,67.0,79.0,right,medium,medium,52.0,63.0,59.0,72.0,56.0,72.0,57.0,43.0,66.0,75.0,75.0,78.0,78.0,60.0,70.0,64.0,80.0,62.0,65.0,43.0,42.0,40.0,61.0,67.0,56.0,35.0,35.0,39.0
172265,65.0,65.0,right,medium,high,51.0,45.0,66.0,67.0,58.0,55.0,41.0,39.0,64.0,63.0,67.0,74.0,69.0,50.0,65.0,66.0,56.0,74.0,78.0,57.0,72.0,70.0,45.0,58.0,45.0,59.0,65.0,64.0
213670,66.0,75.0,right,high,medium,62.0,31.0,60.0,67.0,34.0,65.0,52.0,37.0,57.0,58.0,88.0,90.0,74.0,60.0,72.0,48.0,75.0,85.0,67.0,34.0,68.0,63.0,49.0,61.0,40.0,62.0,62.0,58.0
223511,62.0,63.0,right,medium,medium,59.0,35.0,66.0,52.0,28.0,49.0,31.0,49.0,47.0,58.0,68.0,73.0,72.0,62.0,68.0,48.0,60.0,70.0,64.0,40.0,74.0,53.0,48.0,42.0,44.0,64.0,65.0,63.0
197781,84.0,88.0,right,high,medium,72.0,76.0,59.0,85.0,64.0,87.0,86.0,74.0,78.0,89.0,77.0,71.0,84.0,79.0,84.0,72.0,64.0,78.0,59.0,81.0,58.0,48.0,77.0,84.0,76.0,25.0,43.0,37.0
194728,73.0,80.0,right,high,low,60.0,71.0,75.0,71.0,72.0,83.0,70.0,47.0,49.0,81.0,74.0,74.0,71.0,71.0,39.0,73.0,73.0,75.0,79.0,41.0,42.0,28.0,76.0,72.0,68.0,25.0,25.0,25.0
169725,63.0,63.0,left,medium,low,49.0,63.0,65.0,49.0,61.0,59.0,50.0,37.0,34.0,54.0,68.0,75.0,63.0,61.0,40.0,66.0,34.0,60.0,86.0,52.0,63.0,36.0,66.0,55.0,66.0,11.0,30.0,21.0
193415,65.0,67.0,left,high,medium,64.0,61.0,45.0,62.0,68.0,66.0,63.0,54.0,54.0,65.0,69.0,74.0,91.0,67.0,71.0,80.0,73.0,68.0,56.0,65.0,54.0,28.0,67.0,61.0,53.0,25.0,24.0,26.0
217699,80.0,80.0,right,high,high,58.0,78.0,92.0,74.0,79.0,73.0,65.0,47.0,59.0,74.0,69.0,76.0,66.0,81.0,57.0,78.0,87.0,91.0,86.0,71.0,88.0,54.0,86.0,72.0,72.0,34.0,48.0,24.0
193796,73.0,75.0,left,high,medium,75.0,71.0,48.0,69.0,51.0,74.0,68.0,67.0,63.0,72.0,79.0,85.0,74.0,69.0,69.0,62.0,65.0,73.0,66.0,61.0,70.0,71.0,73.0,60.0,58.0,73.0,75.0,74.0
177151,71.0,75.0,right,medium,low,58.0,59.0,38.0,72.0,61.0,75.0,66.0,68.0,68.0,78.0,73.0,65.0,78.0,67.0,76.0,68.0,52.0,74.0,47.0,66.0,23.0,21.0,67.0,73.0,62.0,22.0,24.0,22.0
168984,68.0,68.0,right,high,low,48.0,70.0,70.0,58.0,69.0,66.0,61.0,52.0,47.0,67.0,64.0,68.0,68.0,71.0,71.0,77.0,70.0,32.0,61.0,67.0,60.0,22.0,61.0,46.0,73.0,25.0,16.0,29.0
140544,62.0,62.0,right,low,high,38.0,34.0,68.0,56.0,23.0,47.0,42.0,40.0,43.0,53.0,61.0,63.0,61.0,58.0,67.0,44.0,71.0,66.0,76.0,26.0,71.0,58.0,25.0,52.0,52.0,60.0,61.0,55.0
203435,70.0,75.0,right,medium,high,59.0,47.0,62.0,70.0,43.0,69.0,56.0,40.0,64.0,72.0,70.0,73.0,71.0,68.0,75.0,75.0,68.0,74.0,75.0,68.0,83.0,73.0,32.0,58.0,42.0,70.0,70.0,67.0
177139,67.0,69.0,left,high,low,38.0,23.0,60.0,56.0,20.0,34.0,28.0,21.0,43.0,53.0,79.0,77.0,68.0,68.0,68.0,46.0,91.0,61.0,73.0,31.0,72.0,48.0,25.0,40.0,24.0,71.0,70.0,67.0
184873,72.0,72.0,right,medium,medium,43.0,22.0,73.0,64.0,19.0,35.0,48.0,58.0,61.0,65.0,62.0,64.0,63.0,68.0,60.0,45.0,72.0,75.0,81.0,45.0,78.0,71.0,21.0,51.0,49.0,74.0,72.0,70.0
188689,64.0,65.0,right,medium,medium,52.0,48.0,63.0,63.0,58.0,58.0,44.0,49.0,61.0,61.0,62.0,71.0,61.0,65.0,57.0,72.0,53.0,75.0,79.0,55.0,78.0,61.0,57.0,54.0,52.0,58.0,64.0,62.0
201119,76.0,78.0,left,medium,medium,69.0,60.0,59.0,74.0,55.0,68.0,58.0,50.0,64.0,75.0,84.0,80.0,75.0,80.0,71.0,75.0,59.0,87.0,75.0,68.0,68.0,76.0,69.0,61.0,51.0,75.0,77.0,74.0
198148,64.0,69.0,right,medium,medium,39.0,38.0,69.0,63.0,45.0,36.0,37.0,32.0,66.0,54.0,53.0,53.0,64.0,62.0,65.0,63.0,62.0,70.0,72.0,22.0,63.0,64.0,47.0,50.0,47.0,62.0,63.0,62.0
222321,65.0,70.0,right,medium,medium,31.0,70.0,65.0,46.0,60.0,60.0,37.0,36.0,35.0,63.0,66.0,74.0,67.0,59.0,41.0,70.0,72.0,76.0,84.0,62.0,74.0,19.0,60.0,46.0,60.0,21.0,26.0,25.0
138704,74.0,74.0,right,high,high,77.0,39.0,57.0,65.0,50.0,69.0,68.0,67.0,69.0,73.0,82.0,76.0,66.0,70.0,81.0,77.0,76.0,89.0,71.0,69.0,70.0,75.0,66.0,54.0,57.0,68.0,71.0,78.0
231633,71.0,83.0,right,medium,high,32.0,25.0,73.0,63.0,28.0,35.0,28.0,34.0,57.0,60.0,68.0,63.0,49.0,59.0,49.0,39.0,85.0,74.0,86.0,21.0,73.0,66.0,35.0,40.0,44.0,70.0,70.0,74.0
207740,62.0,74.0,right,medium,medium,51.0,58.0,44.0,60.0,53.0,64.0,65.0,29.0,46.0,60.0,85.0,82.0,80.0,55.0,75.0,55.0,61.0,48.0,45.0,53.0,28.0,25.0,58.0,46.0,57.0,12.0,11.0,18.0
204522,58.0,58.0,right,None,5,47.0,42.0,52.0,57.0,37.0,54.0,53.0,50.0,58.0,55.0,70.0,67.0,65.0,60.0,55.0,58.0,61.0,81.0,78.0,48.0,61.0,50.0,51.0,57.0,51.0,49.0,54.0,50.0
192555,69.0,72.0,right,medium,medium,50.0,34.0,74.0,65.0,42.0,46.0,49.0,42.0,62.0,57.0,48.0,58.0,34.0,64.0,33.0,58.0,68.0,67.0,82.0,54.0,71.0,75.0,42.0,53.0,58.0,69.0,68.0,64.0
169057,67.0,67.0,left,medium,medium,66.0,67.0,70.0,68.0,69.0,72.0,61.0,58.0,53.0,70.0,75.0,77.0,74.0,52.0,54.0,68.0,72.0,63.0,61.0,63.0,58.0,28.0,64.0,56.0,67.0,30.0,33.0,20.0
212282,67.0,71.0,left,high,medium,69.0,64.0,60.0,67.0,65.0,71.0,68.0,49.0,59.0,70.0,75.0,74.0,68.0,58.0,65.0,64.0,68.0,79.0,69.0,47.0,69.0,63.0,67.0,66.0,47.0,64.0,64.0,64.0
168253,72.0,72.0,right,high,low,68.0,74.0,59.0,72.0,75.0,75.0,58.0,62.0,60.0,71.0,91.0,90.0,85.0,77.0,80.0,74.0,71.0,63.0,61.0,70.0,49.0,16.0,59.0,66.0,62.0,40.0,19.0,14.0
168600,69.0,71.0,right,medium,medium,63.0,69.0,61.0,74.0,70.0,70.0,66.0,57.0,44.0,73.0,68.0,72.0,73.0,74.0,79.0,68.0,69.0,68.0,66.0,57.0,75.0,38.0,75.0,73.0,67.0,25.0,28.0,23.0
212230,75.0,86.0,left,high,medium,66.0,69.0,45.0,68.0,70.0,82.0,83.0,75.0,67.0,78.0,87.0,83.0,87.0,74.0,92.0,76.0,61.0,80.0,50.0,72.0,67.0,30.0,73.0,69.0,70.0,21.0,31.0,26.0
224202,70.0,76.0,right,medium,medium,61.0,60.0,69.0,73.0,56.0,67.0,62.0,55.0,73.0,73.0,60.0,65.0,55.0,67.0,51.0,70.0,66.0,76.0,72.0,67.0,63.0,63.0,63.0,69.0,59.0,59.0,65.0,61.0
143073,65.0,65.0,right,low,medium,46.0,23.0,66.0,51.0,42.0,40.0,46.0,34.0,42.0,49.0,39.0,53.0,34.0,61.0,50.0,56.0,51.0,31.0,85.0,22.0,76.0,61.0,36.0,43.0,42.0,61.0,68.0,64.0
146577,71.0,71.0,left,medium,high,57.0,72.0,77.0,67.0,68.0,62.0,63.0,58.0,63.0,74.0,52.0,62.0,66.0,77.0,62.0,74.0,81.0,48.0,65.0,64.0,76.0,23.0,78.0,60.0,72.0,12.0,11.0,14.0
203581,67.0,73.0,right,medium,high,70.0,21.0,45.0,57.0,23.0,59.0,58.0,32.0,55.0,60.0,74.0,67.0,75.0,64.0,70.0,38.0,80.0,82.0,62.0,55.0,72.0,69.0,58.0,48.0,29.0,69.0,67.0,68.0
183400,61.0,61.0,left,medium,medium,11.0,11.0,11.0,31.0,11.0,11.0,12.0,12.0,31.0,29.0,54.0,45.0,50.0,61.0,68.0,27.0,65.0,42.0,65.0,14.0,54.0,23.0,11.0,31.0,24.0,13.0,12.0,13.0
185148,61.0,71.0,right,medium,medium,49.0,56.0,57.0,48.0,73.0,63.0,61.0,57.0,40.0,70.0,60.0,65.0,79.0,58.0,62.0,66.0,82.0,57.0,74.0,51.0,54.0,35.0,59.0,46.0,59.0,34.0,12.0,10.0
212267,76.0,83.0,right,high,medium,73.0,68.0,61.0,71.0,63.0,83.0,73.0,31.0,63.0,79.0,84.0,87.0,76.0,75.0,73.0,78.0,49.0,68.0,63.0,63.0,69.0,37.0,74.0,69.0,74.0,25.0,46.0,32.0
16619,78.0,78.0,right,low,high,50.0,35.0,73.0,62.0,59.0,31.0,22.0,21.0,62.0,55.0,84.0,83.0,64.0,76.0,85.0,67.0,93.0,34.0,67.0,51.0,79.0,85.0,35.0,45.0,69.0,85.0,82.0,79.0
146952,76.0,76.0,left,medium,medium,25.0,15.0,13.0,23.0,21.0,14.0,25.0,12.0,28.0,13.0,59.0,43.0,57.0,66.0,46.0,24.0,65.0,44.0,65.0,22.0,28.0,18.0,12.0,42.0,25.0,13.0,11.0,15.0
